message,domain,id
please remind me to take out the trash,home,7a59cca2-448f-43f9-b657-43d3a103a93f
do you have music by elvis,home,935bdce4-6b57-48f8-bf50-f380699d6254
revert back to factory settings,meta,0cf33846-9ca6-46e0-84d0-c97dc677b8f0
the answer is yes,meta,cc5c7c34-caa1-4716-ab6c-13fd6b502660
i want volume at 4,meta,38a49c3d-4819-4ae7-8f7b-5d395df08dee
"when you go to germany, do you need a special converter for your plugs",travel,b9da632c-debb-44eb-9e79-7c17bc973249
what is 8 factorial,utility,9de14a86-0168-4fd8-b254-ad8ca44a87ce
tell me all the ways my credit score can get hurt,credit_cards,95a62da0-317d-4cc9-ba5b-452c741f2e13
talk to me about where im at right now,auto_and_commute,80f80a8c-2365-47f2-947e-9c1a8ee31ba4
how do you say good bye in french,travel,fb3a63bb-80b3-4ab2-8d9c-4df05b755460
i need to schedule car maintenance,auto_and_commute,ced994e2-1d5b-4005-869f-31dc2a866d0d
i need to know how much gas is left,auto_and_commute,d9893a4e-826e-44c1-a5d2-2d8b4d0619ae
can i get you to talk at a slightly faster rate,meta,164b317d-737b-44b2-bbc6-92b7e8264d04
what is the best way to remove this appointment,home,0789b761-38eb-44a2-aa28-d32d2dab1e24
king of acid,oos,d1f7ac7d-a192-4dc1-8b34-62d921e67007
i need new language,meta,82386a77-bce9-46be-84d8-f458fa923d97
what do you need to make dandelion wine properly,kitchen_and_dining,744a5faf-1448-4cb4-8350-eca892052393
how long does it take for grass seed to grow on my lawn,oos,c3394ff0-e20d-43d7-b3bb-3ce86cae47d0
book me a room on november 11 to 15 in cali,travel,97a9f3a6-9b0c-4dfa-be6f-ab755de1bc3a
i didn't hear what you said,meta,f2e9cb23-f94e-4981-a550-4fa636538465
disconnect from phone,meta,612d93d8-bed5-4a0b-9875-e55265a3f0a9
can you fake roll a die for me,utility,a084bc07-34d2-460f-b0a9-d39952f6b30b
show me popular sushi recipes,kitchen_and_dining,03c32b7a-b4f4-45ff-b5ae-d5eeaad0b427
what is the routing number of cadence,banking,fda6e357-4418-4cac-89ee-6a519754fa62
do i need to protect myself with some shots for a trip to vietnam,travel,485f2314-65fa-4e21-8560-72e5f567caee
what's chicago's time zone,travel,9e7bba92-7936-4765-a300-7791fe11160b
can you tell me what's the car's tire pressure,auto_and_commute,01a0278a-4087-4b90-806e-6946a65f6bf4
"what birthday are you celebrating this year, ai",small_talk,9d835603-f620-4f5a-b709-2375f4721dae
i need to schedule a car repair,auto_and_commute,70b45dd6-f916-4df7-8a71-4e7f697a1657
where would the routing number for first utah be located,banking,750c0fd8-0213-49ee-bc84-ae231b8510ff
i want to be called mollie,meta,fdf3ab15-00ea-4387-94b7-92ded1aada6d
tell me what edict means,utility,1e53731a-ba88-4fcc-af72-b5eb9ede4a57
how much have i spent lately,banking,d2c6d5a0-584a-4da5-a2b3-2202e2349f5b
i wanna apply for a new credit card,credit_cards,c38f4a59-8e94-4fd0-86a1-54a76640ca1c
i forgot my pin number for my northfield account,banking,12be5f2b-3cb4-4352-97c4-35a8daa5d56c
how do you convert ounces to grams,utility,68a883b5-8055-4ee6-8f32-681ffefadce8
i'm famished so give me some places to eat!,kitchen_and_dining,b01e6ed4-0625-4d24-bced-65768fa1a1df
"hey ai, reduce your speed of speaking",meta,d2c720fc-8eaf-47c8-a3e9-15d49a5a2c3f
"what is 25% of $54,788",utility,b122e890-5d30-41d4-a4b8-c36a9b160993
can you tell me my current interest rate,banking,d4426571-5cb9-454a-9369-4a8c3ce8919e
what is the conversion between tablespoons and cups,utility,86672158-a10c-403c-afc4-2f3a030423ee
what day of the week is it,utility,5610c12a-d1ed-4c82-a8a2-705c331e8989
find out how many whales are currently in monterey bay,oos,36c32f9a-b6d5-4eb0-addd-2fcd1b5c41e1
whisper to me,meta,e7e6caa1-5a74-4254-b8cb-8ceedddba924
whats the deadline for amex payment,banking,effb5709-13d9-49cb-b4f2-c44ba55612a4
how do i jump start my car,auto_and_commute,5165035a-0956-4963-be8f-04177a6cfc23
is today monday,utility,0fefc344-2361-49d6-b0df-1d06569b7ee2
how much did i spend on christmas gifts in december,banking,f486cef6-2676-414c-8ada-826fc6c74254
now restore the original settings,meta,ecdf8395-3668-49a4-92cc-db437614ccf5
how much money do i make at my job,work,eabbdfbe-3862-4876-b220-587104a5ff8e
i want my checking balance at chase,banking,67d6f8f6-9973-432c-b228-eaec34f8dcdf
i think not,meta,0b09acb1-d1d7-4095-9540-87c58349cd70
i would like you to remind me to do something,home,b1b860f4-c07d-4248-abeb-662bf2d5f629
"yep, that's true",meta,c8204f37-aeb8-494c-be71-76636d3601f5
can you order new checks for my citizens checking,banking,d4f11c58-d8e1-41f0-acbf-054bdc6f93a8
can you check if my application for a discovery card has been looked over yet,credit_cards,e7d56252-ff74-48af-941c-5d803acf0620
what did i buy last,banking,58de99fd-d8ca-4172-86e7-1a2ae4e912dc
i wanna have an alarm,utility,c784e8d1-f49c-42c6-8fee-ce2e87207d08
what is the form i need to report my earnings,work,8f281ed6-0cd9-44b8-b724-f3867cb15bdd
what teams are playing right now,oos,17e26a93-cf56-41f4-93e3-e167088abadc
i just switched jobs and need a 401k rollover,work,250bfe48-2d03-4dc8-ad64-43bdd5470053
what's the traffic typically like at 3:30 on the route to phoenix,auto_and_commute,589f179f-3929-4853-a813-98f65cd9581c
what is the status of my new credit card application,credit_cards,d0415d4e-c86d-429f-89e9-783b683cc020
is there anything on my todo list for taking out the trash,home,5131df01-f436-4da5-ace7-d5c40a6490b6
if i lost my card how do i report it,credit_cards,1c9b82e7-d83f-4cd7-98a8-80193edcda95
"computer, call alexa",utility,e2b758db-82a4-4225-be47-2eb561329ac5
how are the reviews for mcdonald's,kitchen_and_dining,a7f6c2a0-50a9-4155-b9d3-1aa0fb6468e3
i want to only use the whisper sound,meta,285efa8f-bd6e-4440-a7f0-1fc7e93ffa18
find the square root of 1243435,utility,6bdcebdd-85dc-4da7-8ff5-ac258afab5df
how much do i have in savings,banking,40aec108-ac73-405d-b192-6e3efd07ad82
i think someone stole my card and used it,banking,c7a6b7aa-3105-4956-865e-eb17abb8c151
do they take reservations at mcdonalds,kitchen_and_dining,920959c5-05e5-475a-8383-ede7f3da6f89
"can you teach me how to set up direct deposit, or show me who can",work,ce5397a7-0648-45c6-858d-07cb8f047895
what's the definition of remunerative,utility,a5332c19-8dc5-4296-a968-7885b2c0d7f4
is it possible for you to read the things on my shopping list,home,07b0a4a0-cae4-4539-929d-023f370eb37d
i want to know the bofa routing number,banking,5c8b851c-feae-4515-ad5b-aa3c5b5dc329
tell me the calorie content of an apple,kitchen_and_dining,40bab401-d1d4-4f83-96bd-a826b10df94f
i need to set up a direct deposit,work,9c0b01b8-9982-48c2-9358-c23d1904f7ab
i could use some help transfering my 401k,work,43fb6979-3217-486c-98cb-35eafb0fcfa2
i will know later,meta,0d05fb37-0b06-423d-91cb-5ec66685966b
let barbara know where i'm at,utility,6238ffc4-519a-47dc-b7dc-72e5a06a70b1
tell me where i am on a map,auto_and_commute,5e8ebb4f-de34-475e-a46c-2cfa7caf4286
what is the weather doing now,utility,aacce083-f525-4516-a20e-a5f59f09af6c
please add this song to my morning job playlist,home,bd073008-0101-42d2-9262-1819e4fa1bb4
what is the most popular movie currently in theaters,oos,5cdc8a6c-f8be-4998-a1f1-d9a37073c1f5
"if i fly on virgin to chicago, how many carry ons can i take",travel,bcb416c4-9e14-40b1-aad7-9446988cb34b
can you sign out of my bank login,oos,a2ce4105-b8d9-464c-abc2-283e5874089b
can you make a note for my next oil change,auto_and_commute,54a1d7e0-a822-43a1-aaf6-bc05122c7b3b
can i use sour cream instead of milk,kitchen_and_dining,14929b58-882b-4e9f-8c79-ef22a9e8a684
how do i install new cabinets,oos,c5112d26-bf45-46f7-843c-3bdffe5d402a
what is the due date on my xfinity internet bill for february,banking,2c14bf96-4c37-486c-ae56-1201ea2836ee
my car was looked at when,auto_and_commute,b8e0414e-430e-4087-b24b-0e942c6576cb
i have an appointment on the 5th put it on for 5pm,home,ba2df2a1-a958-4eaa-8889-36400a566dac
is there a way to tell when i need my oil changed,auto_and_commute,85994e18-3955-4732-83e5-1e0b8d2c43f4
please look up my credit score,credit_cards,51724b84-fad6-4a07-94cd-037dd8e95fb1
"i think i owe about 100 left on my bills, am i forgetting anything",banking,b9d6cee9-6107-430a-a8af-ffdf1a188faa
do you know where my w-2 is,work,0ed50834-4eca-4d14-8dee-e5b4c56009bc
what's the weather today,utility,fe36bfec-ef59-4097-97ad-cd032093a03b
i wanna know how much gas i have,auto_and_commute,e48dca0b-36fb-4ab2-a9a0-2c5ff0f6d87c
i do not believe that that is correct,meta,9b9cb1f1-11d3-495b-a647-f1d206c6ed72
i didn't hear say it again please,meta,53bfe838-2f48-496d-bff1-544881ad5339
tell me how to make a vacation request,work,386de1b3-3747-4149-9c94-399120170dcb
do i need to have a socket converter in canada,travel,15f5ff32-8843-4cc5-a0ea-01b10e6f021a
how do i improve my credit score,credit_cards,a6ee239f-6991-408d-b2b0-5d2127a76eb7
can you tell me what kind of gas this car uses,auto_and_commute,64765c57-487c-43d8-8785-718c8158c7d0
is there a list of good credit cards i can choose from to apply for,credit_cards,64e4a7d5-26a7-485f-ac0e-14462cadda0d
how good are the ratings for outback steakhouse,kitchen_and_dining,5eac0edd-d1b7-4857-8ac8-51c8341296a4
i must understand the nearest gas station to glendale,auto_and_commute,4bafab76-e0dc-45fe-86a6-bd447cfd0ded
what sorts of subjects do you know about,small_talk,4951c262-9f21-493d-8abb-d2840be31936
approximately how long does it take to get to the resort in miami,auto_and_commute,94b4bff4-3a06-4671-a4d8-0d8c42d295b7
i want to know who made you,small_talk,c599bb28-a875-48aa-9af1-eea1cc47775a
tell me the current balance of my bank accounts,banking,06b99989-3ffe-412f-9bc7-8440c16b5259
tell me my credit score,credit_cards,d5006511-b15b-44f3-95be-d8355d33a601
remind me friday to call my mother,home,225f3aaf-0e97-4f61-a321-11619c79c66b
when would you recommend i get my oil changed,auto_and_commute,e84d2c9d-9289-491c-9d8a-abf1d08a308e
what carry-on restrictions does southwest impose,travel,55f04474-fb89-4af4-8371-898e5ed08db4
what's the routing number for my chase account,banking,fc987baf-ce80-4c76-9daa-af169728e4bc
"cancel my reservation for dinner this saturday, please",kitchen_and_dining,dd5a2d54-dc1b-4d48-a19b-dcdbbb739e1d
what location do you see me at right now,auto_and_commute,8cf4b612-6570-4d08-9455-041f9f44301a
how many points do i have on my six flags rewards card,credit_cards,fda73d94-d4f5-4624-94b7-d99e599ea4d2
560 divided by 3,utility,05969f82-4521-494c-865b-dafeb290b9dc
my bank needs to know that i will be traveling to spain soon,travel,491ffed2-3503-4491-ab7a-5af9fc58e454
i'd like direct deposit to my chase bank account,work,5df39619-ede2-427a-9011-234644573ad5
are we allowed to wash our cars during the drought,oos,92ed873f-2669-47db-9077-58229cccaae3
assist me to set up direct deposit,work,04604a9a-7b04-4f29-aa5f-c83277714918
can i make reservations at spago in beverly hills,kitchen_and_dining,b2889271-f7c5-4eb2-bda9-848ac4981f10
assist me on where to go to get my w2 for tax reasons,work,04ad3761-4dd2-4eff-a706-20917cadb03c
what do i have planned for 3/5,home,8889ff47-4209-4196-941a-82ab943701b6
give me the nutritional information for mashed potatoes,kitchen_and_dining,267b3c4b-7eda-4346-a4ff-e15dfd9e5f4d
check if my shopping list has tomato,home,0d17c766-b7ba-4a65-91e7-c8bd58863d78
order all items on the list,home,d3f5ff89-e0df-498c-8b5f-6fedfd4c5390
tell me who makes the best dvd's for movie storage,oos,4cfdc9ea-18a6-4e71-b473-c440a0c506d2
"ai, would you kindly roll the dice",utility,d1c7aee1-eecb-47c7-aefb-cdcf21029f34
how much gas do i have here,auto_and_commute,e597daf7-5739-4c1e-9e62-3ae82a8871ab
confirm my reservation for acero at 7,kitchen_and_dining,cfce62c6-e2b1-40f2-b994-a0e10c367cb3
please play me the song that starts out with doo doo doo,home,e170cc23-fdf8-4b60-a35d-121eb99dc2f9
do i have any appoints set for my calendar april 3rd,home,8a5d69a2-d682-48ad-a6bb-03fead3bb09c
i want a fun fact about london,small_talk,42cee34b-1f5c-4f2a-855f-cd95762bdd84
what is 5 x 4,utility,127ba807-069c-48e8-a63b-faf454cce80b
"my water bill is due, pay it immediately",banking,15e965c6-59c0-4954-a518-a6ff6a193ff5
please lower your volume,meta,4085b479-4add-4a40-86d2-4afd08f5099b
make a chart of all the tennis scores from this year,oos,9e28b7f9-40d0-4b2a-90d7-8ad4f0b04e16
look up the date for my next payday,work,35f54588-978e-4d2a-a4b0-1b3285349f3a
check my calendar for the date that my care was last serviced,auto_and_commute,e2480a0a-8a1b-4b83-9437-de2547bf4b1a
would you talk a bit faster instead,meta,7f453d16-94d6-47e3-bf82-28e44a387dd4
should i hit or stay at 17 in blackjack,oos,022e49a8-0044-4967-874a-f3537235ceb4
help me find a new insurance plan,work,8794f0a8-6362-4705-a93a-b3472c996754
what is the best product for removing soap scum,oos,30e1f1d7-38a5-4bb2-9add-f8201801ebb7
what company made this ai,small_talk,07cf71bf-ec7e-45e0-8ccb-e9de5551727b
will you add what i'm listening to to my dinner playlist,home,3bb6f507-3d22-4dc4-a6b5-fe83e8486d47
tell me how to apply for a new credit card,credit_cards,398f70b6-8790-4c98-96e8-08c99ca57d7a
how many miles until i change my tires,auto_and_commute,1a1932d4-bb64-4137-8c6f-3d45a480efae
tell me the current location,auto_and_commute,0a6c1782-b139-4248-8188-584d7875b35b
where will the next olympics be hosted,oos,a5ea4757-15c9-48b8-8315-5b933150776d
when is my plane scheduled to land,travel,a36809de-4cfd-4da1-8bf5-5c773d374b1d
is there a travel alert for spain,travel,8fb8ed63-5eec-408c-bd54-2cce16dd43bc
"for city driving, what's the car's mpg",auto_and_commute,166360f4-4b84-4637-a458-41d6b7d513f1
list my reminders,home,e7535d01-2080-4425-aa3b-0db469a1f9ad
do i need a socket converter if i'm going to be in france,travel,e7a7871c-0197-49f9-a0ef-7166a4143531
"i can not use my card, it is damaged",credit_cards,54302d09-7273-4fe2-964a-21f3571e66aa
tell me the credit limit on my mastercard,credit_cards,f694d276-87fb-44af-9ac0-be78020e7ef1
does wendy's have good reviews,kitchen_and_dining,25b66451-e57b-4267-bdc5-4d511789446a
what is the price of other company's similar phone plans,oos,318fb7d1-45c7-4415-a765-c6966e2f5f5f
can 401ks be moved,work,70044372-c8ae-489c-bf87-27e321a0b70b
how long should i bake a cake,kitchen_and_dining,af975730-f267-442f-8f17-f52a26bd6e86
tell me the weather report for tallahassee,utility,ae4ed92a-f5ef-47eb-9969-7b45a1a18728
what are my coordinates,auto_and_commute,6b40750b-024b-41b2-b696-9d5007d58bed
why did my card get rejected yesterday,credit_cards,35df9c05-6e08-413c-b61c-ce7d0448dd25
what are the ratings for chipotle,kitchen_and_dining,29e82b7b-aa78-4006-a61a-ef57d2a550c6
"for this design, what company did it",small_talk,0113a826-2282-4c1d-a030-e6d37b427a14
fairwell,small_talk,3d03cf30-99d2-41da-bfee-ab4fc31c6d4e
please call me johnny,meta,d50b2e61-cbcb-4355-9bb3-58d549d32eaf
will there be a wait time at this restaurant,kitchen_and_dining,016caa09-b22d-41e0-8d2f-123b6396eb1c
please unlink my phone,meta,c7344125-abad-4244-86c9-e58392be10a1
what plug does colombia use,travel,5c737bea-83ef-4327-a3e6-5de09a69ce34
what would you suggest having for dinner,kitchen_and_dining,514c4433-4a71-44da-bbfc-bfffe5edbc48
what is it i wanted to bear in mind,home,16cb3046-7ebc-4743-8c8c-beff96a1ea99
what is the calorie content of lays chips,kitchen_and_dining,2532a733-3bd1-49d9-bb83-83becc40e7d0
"if i change my timezone to reno, what would it be",travel,70e255ad-2f8c-4d17-a5f9-c21f6c22b01b
would you call me mary,meta,1c158a9d-33dd-45cc-8699-12bfaa1a774c
i would like to hear a funny joke,small_talk,76d95ed9-7b59-4dea-a62d-14c29247a808
tell me what's on my reminder list,home,a69366be-88ae-4e6a-9df1-de7152291d97
can you really get arrested for yelling fire in a crowded theater,oos,f4bf1ec2-372a-4f58-a012-d9955f6bde86
can you transfer money from a to b,banking,cd432700-b431-4a52-9322-f7227c8b41be
can you verify that i have a reservation at o'reilly's for 9,kitchen_and_dining,9e0cf3fd-38a5-4188-9dfd-233c34ec04ce
i need to find a new babysitter,oos,8faf0020-8151-4e3e-81d9-0353e25ec5a0
could you let me know how many pto days do i have left,work,a69fbbad-c1b9-4e85-88ed-172c1bd46c7c
how long does it take to make shrimp scampi,kitchen_and_dining,6c290e8d-1595-4e36-96dc-245ae963b1cf
please pair with my phone,meta,84c58de5-34b3-49b5-82fe-4c5f93917074
how can i order checks for my savings account,banking,dd76c9f4-6041-4830-91f2-1adda3ab7961
what are your hobbies,small_talk,e4796642-74ad-47e7-9aaf-8ce2b46965a9
why is my bank account frozen,banking,bfc70991-592a-48a1-91a0-e00b63153869
i lost my chase bank card and want it labeled as lost,credit_cards,5bd9cfaf-bc40-4d91-a678-fd30813fbdca
go to the female voice,meta,d7e137c5-5bac-4228-92d6-09a3ea9d6f2f
possibly,meta,1746e23f-3cc4-4f56-b227-782667a5934b
what is the wait time for torris,kitchen_and_dining,feffd362-75ca-4bca-9f98-e9c0d3ac6dc3
i'd like an italian meal suggestion,kitchen_and_dining,406b4838-f8af-4f51-96a3-30c242128f5e
check meeting rooms available between one and three pm,work,6dad7cba-a647-4bb6-a3fc-21cf9fdd7808
starbucks near me,auto_and_commute,893a5d3a-61f9-47e6-b648-fe06a96d38db
how is it going my friend,small_talk,5f9685e8-809c-4729-89c3-f98bc7b51035
cancel it,meta,21a0b588-d782-4f06-9aa1-3c57c58fae19
can i refer to you as mike from here on out,meta,47d1f8ad-e81b-4ed1-b3ab-9b94fd5a1536
is it a short time before i receive my new credit card,credit_cards,995637b1-d8bc-4ab0-8fff-1fa7b38871c0
my report card was lost help!,credit_cards,3c848027-7093-48d1-b47b-4a24d821d0c6
i am thankful for the answer,small_talk,381a1878-578f-4508-ad59-c4c13ac2bda7
tell me how to make changes to my insurance policy,work,4989c702-7caa-485c-8e8a-65280594c3d1
whats lifes meaning exactly,small_talk,64e7fe98-080a-4023-8115-b63bad21c65d
please provide the square root of 36,utility,90cbfd74-720a-41e5-a620-9fbcad666f0d
flip a normal coin,utility,2dcbaa77-970d-4488-87fb-afa08234e6f5
show me where i am,auto_and_commute,c51dd6db-ffcb-4aaa-bdf0-41258aff348b
"ai, give me the results of a coin flip",utility,26bbc56a-c38a-421f-97f0-a60acfc00964
what interest rate am i getting from citrix,banking,a625191e-7fc6-45c3-9367-98e08a6affc6
i want to text natalie,utility,df832b43-796e-41eb-8b4a-affcb5825984
who was the inventor of ai,small_talk,4cae28e7-2019-401b-b74a-89d5e47d64c1
can i rent a car in belgium from march 01 to march 02 and have it be a porsche,travel,0061569d-53bc-4685-9924-1b816d95f846
when did i last take my car to the shop,auto_and_commute,5655878c-a4a5-4b73-b40a-08cfffb653c7
clear my to do list,home,a0f89c9c-af76-4dfd-8e2c-89f55889ecbb
please change the ai name,meta,10924a1c-e299-4309-93c2-176b4212ff37
get rid of my reservation at chez francois for jennifer,kitchen_and_dining,838c55de-c0e1-4b0a-8680-9c454f9e0f7c
can you translate bowl into russian for me,travel,2f978213-253c-445b-ac3e-499881c52239
its a for sure true,meta,b79bf8ef-bc6e-42ab-aa2d-ab54ea4614c9
what is 4 x 4,utility,0695dddf-075f-43e4-87fd-d3aa5fefeb2f
should i increase my credit limitfor cardx,credit_cards,5f9f3dcf-fc09-4150-ba73-ab052e16a996
order a disney gift card in the amount of five hundred dollars from costco,home,f745ad84-6611-48f1-864c-345adfee3184
please tell my what insurance plan i registered for,work,7b40524e-ddb9-421b-9665-7ed1b6607df1
how much fuel is in the tank,auto_and_commute,2b3c87b0-873b-4fd8-a0d7-c20c94a2b34a
you are so thoughtful and i appreciate your gesture,small_talk,24de059e-5fbb-4566-948a-88ad83478c04
what do you like doing in your free time,small_talk,242f8f01-55b3-4be6-a2bc-87fbbf8e56b6
that's right,meta,dd8dc9d4-530c-418b-8198-2756e3a0ae96
can i please get the status my order,home,129c2b60-a596-43a3-af1a-737b1eb64bf2
can you check when my visa card expires,credit_cards,dbcfbebb-2a3f-4ee1-b147-d2278a005b31
is there an international charge for using my card in france,credit_cards,8c9c526b-2a74-4f06-a07a-e50f854baed2
let me know the name you have for me,meta,50f43ea4-1c25-4b0f-ba81-ea0d819dee4c
what do you go by,small_talk,09b3a85e-7a2c-431c-b48c-ce2668ca2e12
tell me who aphrodite is,oos,b119d204-e08c-4aff-a674-b57b883119b3
i need to use my credit points,credit_cards,0efaf14d-a7b9-429b-a079-0d31c2f47be7
my luggage was lost so what do i do,travel,60ca25cf-69ae-4b6a-90d7-b99a09bcb0c4
show me my recent transactions from account xyz,banking,9b7c21b2-cca7-4080-b316-2cf6686ca37b
what is that song that's playing,home,7905d34f-b71a-49cf-87ad-7658a6bab414
i need to find a good way to make chicken soup,kitchen_and_dining,42cedf39-5b4e-448a-9d3b-355adfc4dfc4
please tell me how do i change the account pin number,banking,7a998183-5e2b-4e6f-afb6-db39b61005ad
how long ago did my car get looked at,auto_and_commute,592d9d2f-b1a6-4c2b-96a5-44c8a1a2a849
i need a reminder to alert me to wish my mom a happy birthday,home,d7ea4f4f-2708-403f-870e-a01d033c994f
i wanna find a hotel with good reviews in phoenix,travel,d9791720-88c5-489f-8a59-82876cb40bf3
is las vegas a safe place to visit,travel,e12b837a-613a-406b-910a-c2779a75b504
put into words what you want,oos,031a39cd-47cd-43fc-85bf-d1a516601a2d
tell me how to say hello in spanish,travel,e0cffc26-b9fc-41bb-9fd1-cc1a15948ef6
"i need to change my insurance policy, do you know how",work,293c3841-8c04-45d3-b357-1f3b7c5d3060
tell me how much my verizon and comcast bill come to together,banking,6c34c799-8864-476b-868f-2a12f492b3ea
tell me a joke about elephants,small_talk,3935c063-1fb9-4f3c-be58-d3f8375e76ae
how long does it take to make lasagna,kitchen_and_dining,8bf3c114-85cb-48c3-b165-5011aa7838ca
i was at costco trying to buy sheets and my card got declined,credit_cards,75e435c9-a5cb-4b3f-a04a-3e72e159c054
please let my bank know that i will be visiting spain from june 12th to the 24th,travel,7e6e171d-09ab-435c-9439-6edbbd4035f2
my luggage is missing,travel,06a93a45-dcfc-47b3-938b-1b3b2cecbb0f
can you tell me who created you,small_talk,fee6ced7-e601-450a-a1ce-9a0ede886b4a
has flight dl123 arrived yet,travel,83c2dd2d-88db-43cd-9f0e-48be11a6de06
transfer seventy dollars between national and citizens accounts,banking,bad8b084-d707-4a53-9572-11320ac74d22
when do i need an oil change,auto_and_commute,0b54abf7-4a04-414c-8dcf-b6debbba6f58
when am i due for my next paycheck,work,ab591dc2-d2e5-455c-82e5-ab6a9df770df
take toilet paper off my shopping list,home,c3160696-f0c0-41c5-a804-751c3a0781fc
what are the weather conditions in seattle,utility,9d599b05-b3cb-41c8-9e29-979e5b015f5a
could you please reserve a table for 6 at lucille's under the name tom at 5pm,kitchen_and_dining,b18f64d2-9fac-473a-bc47-ca8babdc3d02
what does the word ataraxy mean,utility,c0a12c80-a9e5-4c9c-987b-be10763954fd
how many meters are in 2 inches,utility,e534d8fd-b697-4f5d-9dd1-993ab06a3321
absolutely not,meta,efb38407-89de-4f74-baa0-a8ede990fafb
at this location what are my gps coordinates,auto_and_commute,3cdac16b-0a69-4c88-815b-c92ee510b94e
would you play the next song,home,ee214a05-546c-471a-a872-6a69e103ab3c
give the boys my location please,utility,f7a0253c-9bfa-42d0-9d3e-9c44c5db44b1
does england have a different plug type and if so what is it,travel,533e2123-2c63-4a70-a6b9-15452b467e0d
can you help me set up a direct depost,work,3d9bc574-828a-43d7-9d4a-77ceba0d499c
what step do i take if my bag got lost on the flight,travel,2d1f557e-eafc-4a73-8b11-0f7b64863b11
i need to know the time it takes to get a new credit card sent to someone who lost theirs,credit_cards,6f885421-301e-4cb5-afbe-6f82dd6ad748
slow your roll,meta,cfb4a1ae-cb2d-4145-a33a-934d6bfbe7ad
how long until pork spoils in the fridge,kitchen_and_dining,36bfc301-e6fa-4e18-be03-b96807c03af5
how can i request a vacation from work,work,8611923e-8482-472e-ac2b-976175965533
i'd like to know who made you,small_talk,f26e1fd8-4070-4b5c-a37b-a545eab6af05
who do i contact to report fraud on my visa,banking,be1fa9d2-0367-427d-b2d2-93a1f856776f
i lost my silicon valley card,credit_cards,4963e579-e3e0-424b-aac5-1b4ac221f153
where can i get the flu shot,oos,39dfcf14-186d-4347-8873-05e7957322fe
is my spirit flight running on time,travel,66d97c80-b858-482d-925c-cd7ea752dc34
who is in charge of you,small_talk,7e18aa2f-5efd-4534-86d7-99f60149cae9
what is my state bank of india card credit limit,credit_cards,fe3bf7f2-2374-4bdc-8c1d-8e15e4dbc106
can you give the definition of deiscretionary,utility,33b896fc-6ae9-439e-871a-37beb365706a
what kind of vacation days have i used so far,work,a35ec769-f0f8-4b7f-a69e-2343ab4ed0ce
i need to get help paying my gas bill,banking,82708e33-cc10-423c-91ee-796c398c405b
"flip a coin, heads",utility,4ece7e4c-7fed-417d-abbc-ddf1892c89f9
help find my phone,utility,02503732-b28b-4d46-b900-f44d18163f29
im going to be in canada from august 10th until august 12th,travel,1d8fd81a-ac10-400b-ae31-67d5d929f6b7
do i need vaccinations to travel there,travel,5c5854f2-d192-44cb-928e-3274cd39fc98
tell me some something trivia,small_talk,b5ee41e6-5d90-4368-9fad-c5739cd7bbb7
i need to know the pin number to my card,banking,25c6fb84-072d-44f0-aa39-730b9f7fcc73
how much are my cable and water bills,banking,f652fd56-0678-4f4b-a5ed-e84b31871314
check to see how many days off i have used in total so far,work,39c8db7f-42d6-41be-973c-ef90f929d961
what is the protocol for modifying my insurance policy,work,0a0410d1-278a-4eb0-8f81-6512b7e342c0
is it safe to travel to russia,travel,d278cbde-d949-4b18-85fc-f759376a1c84
add apples to my to do shopping list,home,164e00ec-e031-42da-bbee-8175e519d0f8
please let me know the credit limit on my citibank card,credit_cards,88bd2f96-3f4e-4a7a-846a-ed4c15210a7a
am i safe to go to africa,travel,75fdb336-32c5-4256-86ca-32db426b9b18
help me decide what mexican meal i want,kitchen_and_dining,eee09039-d974-4960-bffb-8c1b26588bf9
"if my credit card was stolen, how long will it take to replace",credit_cards,66755936-0f0f-4cc1-a98d-3dee54faacea
could you schedule a meeting room for 4:00 on thursday,work,a8cc40af-e2ff-47ae-b37f-16a73d2c2738
do i need a visa to leave the country,travel,f5479f56-5021-428b-b567-fc4c71161d00
could you skip to the next song on this playlist,home,eabab295-8a54-46f0-a76c-3a492b895026
may you repeat what you said again,meta,a2c2e1f5-9769-48d1-9a8f-b90fbca4ecee
are shots needed for uk travel,travel,e1e71125-2037-47ad-aea5-459de1663683
what's the current status of the credit card i applied for,credit_cards,4ae2df14-5e14-4bcb-b875-88ef328d9236
what's my checking account yielding in interest,banking,41a83e67-4831-4a49-9945-292e3a20b996
can you tell me my password checking account,banking,5d0f1289-49e1-44fc-8c9e-57852ac2cd04
i no longer want my reservation for 5 at the loft cancel it please,kitchen_and_dining,1437ba5c-a25b-4e48-9b7f-8085128f98f0
how much have i paid for rent in the last 6 months,banking,bef223b0-a512-42bd-845e-a251e45b3215
how long have you been around,small_talk,4c88a423-f808-4b50-9415-966b29566ce6
i need to know what is on my shopping list,home,3911a331-cdcb-4c5c-a9ca-a17a6659c08c
when is my next vacation day,work,85b77e3b-fb70-49c1-af34-24e0f57630a0
how many people still live on greenland,oos,37fedfee-78cc-437e-bbbc-f3e664df805b
would you let me know what is on my shopping list,home,6041c996-3504-4a30-ab6d-7e5798bf4ed9
can you tell me the time,utility,2d87114d-a071-4a02-8c0c-554ec34ae8c2
make slower your speech,meta,34255795-f09c-4575-a104-beff93d5131d
i think there's fraud on my account,banking,7bb31b3a-0055-443e-82f4-5d4ee5126f07
